,Weight,Category,Screen_size,Screen_type,Screen_resolution,CPU_Brand,CPU_series,CPU_model,RAM,Storage_amount,Storage_type,Storage_info,GPU_Brand,GPU_Model,OS,original_price,after_discount,persian_info,full_info,discount_percent
5770,1.8 KG,نوت بوک (لپ تاپ),15.6,IPS,1080 * 1920,INTEL,Core i7,,32.0,1024.0,SSD,SSD NVMe,Nvidia Gforce,MX450 GDDR6,,,,لپ تاپ 15.6 اینچی اچ پی مدل ENVY x360 15t ES100 - B پردازنده Core i7 رم 32GB حافظه 1TB SSD گرافیک 2GB MX450,ENVY x360 15t ES100 - B Core i7 1195G7 32GB 1TB SSD 2GB MX450 Full HD IPS Touch Laptop,0.0
5771,1.69 KG,نوت بوک (لپ تاپ),15.6,IPS,1080 * 1920,AMD,Ryzen 3,,8.0,131072.0,SSD,SSD NVMe,AMD Radeon,AMD Radeon™ Graphics,,,,لپ تاپ اچ پی 15.6 اینچی مدل ef2010CA پردازنده Ryzen 3 5300U رم 8GB حافظه 128GB SSD گرافیک AMD,HP ef2010CA Ryzen 3 5300U 8GB 128GB SSD AMD FHD Laptop,0.0
5772,1.69 KG,نوت بوک (لپ تاپ),15.6,IPS,1080 * 1920,AMD,Ryzen 3,,16.0,131072.0,SSD,SSD NVMe,AMD Radeon,AMD Radeon™ Graphics,,,,لپ تاپ اچ پی 15.6 اینچی مدل ef2010CA پردازنده Ryzen 3 5300U رم 16GB حافظه 128GB SSD گرافیک AMD,HP ef2010CA Ryzen 3 5300U 16GB 128GB SSD AMD FHD Laptop,0.0
5773,2.4 KG,نوت بوک (لپ تاپ),16.0,IPS,1080 * 1920,INTEL,Core i7,i7-11800H,16.0,524288.0,SSD,SSD NVMe,Nvidia,GeForce RTX 3050ti GDDR6,,,,لپ تاپ 16 اینچی اچ پی مدل VICTUS 16 D0019 - A پردازنده Core i7 رم 16GB حافظه 512GB SSD گرافیک 4GB 3050Ti,VICTUS 16 D0019 - A Core i7 11800H 16GB 512GB SSD 4GB 3050Ti Full HD IPS Laptop,0.0
5774,2.7 KG,نوت بوک (لپ تاپ),17.3,IPS,1080 * 1920,INTEL,Core i7,i7-11800H,64.0,1024.0,SSD,SSD NVMe,Nvidia,GeForce RTX 3060 GDDR6,,,,لپ تاپ 17.3 اینچی اچ پی مدل OMEN 17t CK000 - C6 پردازنده Core i7 رم 64GB حافظه 1TB SSD گرافیک 6GB 3060,OMEN 17t CK000 - C6 Core i7 11800H 64GB 1TB SSD 6GB 3060 Full HD Laptop,0.0
5775,1.75 KG,نوت بوک (لپ تاپ),15.6,IPS,1080 * 1920,INTEL,Core i5,i5-1135G7,16.0,1024.0,SSD,SSD NVMe,Nvidia Gforce,GeForce® MX 350,,,,لپ تاپ اچ پی 15.6 اینچی مدل Pavilion EG0362 - B پردازنده Core i5 1135G7 رم 16GB حافظه 1TB SSD گرافیک 2GB,Pavilion EG0362 -B Core i5 1135G7 16GB 1TB SSD 2GB MX350 Full HD IPS Laptop,0.0
5776,1.7 KG,نوت بوک (لپ تاپ),15.6,ips,1080 * 1920,INTEL,Core i5,i5-1135G7,8.0,1024.0,SSD,SSD NVMe,Nvidia Gforce,MX350,Microsoft Windows 11,,,لپ تاپ 15.6 اینچی اچ‌پی مدل DW300 -B پردازنده Core i5-1135G7 رم 8GB حافظه 1TB SSD گرافیک MX350 2GB,DW300 - B Core i5-1135G7 8GB 1TB SSD 2GB MX350 Full HD IPS Laptop,0.0
5777,2.4 KG,نوت بوک (لپ تاپ),16.0,IPS,1080 * 1920,INTEL,Core i7,i7-11800H,16.0,1024.0,SSD,SSD NVMe,Nvidia,GeForce RTX 3050ti GDDR6,,,,لپ تاپ 16 اینچی اچ پی مدل VICTUS 16 D0019 - B پردازنده Core i7 رم 16GB حافظه 1TB SSD گرافیک 4GB 3050Ti,VICTUS 16 D0019 - B Core i7 11800H 16GB 1TB SSD 4GB 3050Ti Full HD IPS Laptop,0.0
5778,1.75 KG,نوت بوک (لپ تاپ),15.6,IPS,1080 * 1920,INTEL,Core i5,i5-1135G7,8.0,1024.0,SSD,SSD NVMe,Nvidia Gforce,GeForce® MX 350,,,,لپ تاپ اچ پی 15.6 اینچی مدل Pavilion EG0362 - A پردازنده Core i5 1135G7 رم 8GB حافظه 1TB SSD گرافیک 2GB,Pavilion EG0362 -A Core i5 1135G7 8GB 1TB SSD 2GB MX350 Full HD IPS Laptop,0.0
5779,2.7 KG,نوت بوک (لپ تاپ),17.3,IPS,1080 * 1920,INTEL,Core i7,i7-11800H,64.0,1024.0,SSD,SSD NVMe,Nvidia,GeForce RTX 3070 GDDR6,,,,لپ تاپ 17.3 اینچی اچ پی مدل OMEN 17t CK000 - C7 پردازنده Core i7 رم 64GB حافظه 1TB SSD گرافیک 8GB 3070,OMEN 17t CK000 - C7 Core i7 11800H 64GB 1TB SSD 8GB 3070 Full HD Laptop,0.0
5780,2.7 KG,نوت بوک (لپ تاپ),17.3,IPS,1080 * 1920,INTEL,Core i9,i9 11900H,64.0,1024.0,SSD,SSD NVMe,Nvidia,GeForce RTX 3070 GDDR6,,,,لپ تاپ 17.3 اینچی اچ پی مدل OMEN 17t CK000 - C9 پردازنده Core i9 رم 64GB حافظه 1TB SSD گرافیک 8GB 3070,OMEN 17t CK000 - C9 Core i9 11900H 64GB 1TB SSD 8GB 3070 Full HD Laptop,0.0
5781,2.4 KG,نوت بوک (لپ تاپ),16.0,IPS,1080 * 1920,INTEL,Core i7,i7-11800H,32.0,1024.0,SSD,SSD NVMe,Nvidia,GeForce RTX 3050ti GDDR6,,,,لپ تاپ 16 اینچی اچ پی مدل VICTUS 16 D0019 - C پردازنده Core i7 رم 32GB حافظه 1TB SSD گرافیک 4GB 3050Ti,VICTUS 16 D0019 - C Core i7 11800H 32GB 1TB SSD 4GB 3050Ti Full HD IPS Laptop,0.0
5782,1.7 KG,نوت بوک (لپ تاپ),15.6,صفحه نمایش لمسی IPS با فرکانس 60 هرتز,1080 * 1920,INTEL,Core i7,i7-1255U,16.0,1024.0,SSD,SSD NVMe,Nvidia Gforce,GeForce RTX 2050 GDDR6 - 4GB,Microsoft Windows 11,,,لپ تاپ 15.6 اینچی اچ پی مدل ENVY x360 15t EW000 - A پردازنده Core i7 رم 16GB حافظه 1TB SSD گرافیک 4GB,HP ENVY x360 15t EW000 - A Core i7 1255U 16GB 1TB SSD 4GB Full HD Touch Laptop,0.0
5783,2.2 KG,نوت بوک (لپ تاپ),15.6,FHD,1080 * 1920,INTEL,Core i7,,16.0,1024.0,SSD,SSD NVMe,Nvidia Gforce,RTX 3050TI,,,,لپ تاپ 15.6 اینچی اچ پی مدل Victus 15-FA0032DX پردازنده Core i7 رم 16GB حافظه 1TB SSD گرافیک 4GB,HP Victus 15-FA0032DX Core i7 12650H 16GB 1TB SSD 4GB 3050Ti Full HD Laptop,0.0
5784,2.2 KG,نوت بوک (لپ تاپ),15.6,IPS,1080 * 1920,INTEL,Core i5,i5 12500H,32.0,1024.0,SSD,SSD NVMe,Nvidia Gforce,GeForce RTX 3050,,,,لپ تاپ اچ پی 15.6 اینچی مدل Victus 15-FA0025NR پردازنده Core i5-12500H رم 32GB حافظه 1TB SSD گرافیک 4GB,HP Victus 15-FA0025NR Core i5 12500H 32GB 1TB SSD 4GB RTX3050 FHD Laptop,0.0
5785,1.5 KG,نوت بوک (لپ تاپ),14.0,,1080 * 1920,INTEL,Core i5,i5 - 1235U,8.0,1024.0,SSD,SSD NVMe,Intel,Iris Xe Graphics,Microsoft Windows 11,,,لپ تاپ 14 اینچی اچ پی مدل Pavilion x360 14t EK0033 - B پردازنده Core i5 رم 8GB حافظه 1TB SSD گرافیک Intel,HP  Pavilion x360 14t EK0033 - B Core i5 1235U 8GB 1TB SSD Intel Full HD Touch Laptop,0.0
5786,1.7 KG,نوت بوک (لپ تاپ),15.6,صفحه نمایش لمسی IPS با فرکانس 60 هرتز,1080 * 1920,INTEL,Core i7,i7-1255U,32.0,1024.0,SSD,SSD NVMe,Nvidia Gforce,GeForce RTX 2050 GDDR6 - 4GB,Microsoft Windows 11,,,لپ تاپ 15.6 اینچی اچ پی مدل ENVY x360 15t EW000 - B پردازنده Core i7 رم 32GB حافظه 1TB SSD گرافیک 4GB,HP ENVY x360 15t EW000 - B Core i7 1255U 32GB 1TB SSD 4GB Full HD Touch Laptop,0.0
5787,1.5 KG,نوت بوک (لپ تاپ),14.0,,1080 * 1920,INTEL,Core i5,i5 - 1235U,8.0,524288.0,SSD,SSD NVMe,Intel,Iris Xe Graphics,Microsoft Windows 11,,,لپ تاپ 14 اینچی اچ پی مدل  Pavilion x360 14t EK0033 - A پردازنده Core i5 رم 8GB حافظه 512GB SSD گرافیک Intel,HP  Pavilion x360 14t EK0033 - A Core i5 1235U 8GB 512GB SSD Intel Full HD Touch Laptop,0.0
5788,2.2 KG,نوت بوک (لپ تاپ),15.6,,1080 * 1920,INTEL,Core i5,,16.0,1024.0,SSD,SSD NVMe,Nvidia Gforce,GTX1650,,,,لپ تاپ اچ پی 15.6 اینچی مدل Victus 15-FA0031DX پردازنده Core i5 رم 16GB حافظه 1TB SSD گرافیک 4GB,HP Victus 15-FA0031DX Core i5 12450H 16GB 1TB SSD 4GB 1650 FHD Laptop,0.0
5789,1.3 KG,نوت بوک (لپ تاپ),13.5,صفحه نمایش لمسی OLED با وضوح ۳K۲K و زاویه دید UWVA,2000 * 3000,INTEL,Core i7,i7-1255U,16.0,1024.0,SSD,SSD NVMe,Intel,Iris Xe Graphics,Microsoft Windows 11,,,لپ تاپ 13.5 اینچی اچ پی مدل Spectre x360 14t EF0013dx پردازنده Core i7 رم 16GB حافظه 1TB SSD گرافیک Intel,HP Spectre x360 14t EF0013dx Core i7 1255U 16GB 1TB SSD Intel Touch Laptop,0.0
5790,2.2 KG,نوت بوک (لپ تاپ),15.6,,1080 * 1920,INTEL,Core i5,,32.0,1024.0,SSD,SSD NVMe,Nvidia Gforce,GTX1650,,,,لپ تاپ اچ پی 15.6 اینچی مدل Victus 15-FA0031DX پردازنده Core i5 رم 32GB حافظه 1TB SSD گرافیک 4GB,HP Victus 15-FA0031DX Core i5 12450H 32GB 1TB SSD 4GB 1650 FHD Laptop,0.0
5791,1.5 KG,نوت بوک (لپ تاپ),14.0,,1080 * 1920,INTEL,Core i7,i7-1255U,16.0,1024.0,SSD,SSD NVMe,Intel,Iris Xe Graphics,Microsoft Windows 11,,,لپ تاپ 14 اینچی اچ پی مدل Pavilion x360 14t EK000 - 7A پردازنده Core i7 رم 16GB حافظه 1TB SSD گرافیک Intel,HP Pavilion x360 14t EK000 - 7A Core i7 1255U 16GB 1TB SSD Intel Full HD Touch Laptop,0.0
5792,2.2 KG,نوت بوک (لپ تاپ),15.6,FHD,1080 * 1920,INTEL,Core i7,,32.0,1024.0,SSD,SSD NVMe,Nvidia Gforce,RTX 3050TI,,,,لپ تاپ 15.6 اینچی اچ پی مدل Victus 15-FA0032DX پردازنده Core i7 رم 32GB حافظه 1TB SSD گرافیک 4GB,HP Victus 15-FA0032DX Core i7 12650H 32GB 1TB SSD 4GB 3050Ti Full HD Laptop,0.0
5793,1.7 KG,نوت بوک (لپ تاپ),15.6,TN,768 * 1366,AMD,Ryzen 3,Ryzen 3 3250U,12.0,2622464.0,SSDHDD,SSD NVMe,AMD Radeon,,,,,لپ تاپ اچ پی 15.6 اینچی مدل 255 G8 پردازنده Ryzen 3 3250U رم 12GB حافظه 1TB 256GB SSD گرافیک Radeon VEGA3,G8 255 Ryzen 3 3250U 12GB 1TB 256GB SSD VEGA3 HD Laptop,0.0
5794,2.2 KG,نوت بوک (لپ تاپ),15.6,IPS,1080 * 1920,INTEL,Core i7,i7-12700H,16.0,1024.0,SSD,SSD NVMe,Nvidia Gforce,RTX 3050TI,,,,لپ تاپ اچ پی 15.6 اینچی مدل VICTUS FA0003NQ پردازنده Core i7 رم 16GB حافظه 1TB SSD گرافیک 4GB,HP VICTUS FA0003NQ Core i7 12700H 16GB 1TB SSD 4GB FHD Laptop,0.0
5795,2.2 KG,نوت بوک (لپ تاپ),15.6,IPS,1080 * 1920,INTEL,Core i7,i7-12700H,32.0,524288.0,SSD,SSD NVMe,Nvidia Gforce,RTX 3050TI,,,,لپ تاپ اچ پی 15.6 اینچی مدل VICTUS FA0003NQ پردازنده Core i7 رم 32GB حافظه 512GB SSD گرافیک 4GB,HP VICTUS FA0003NQ Core i7 12700H 32GB 512GB SSD 4GB FHD Laptop,0.0
5796,2.4 KG,نوت بوک (لپ تاپ),16.0,IPS,1080 * 1920,INTEL,Core i7,i7-11800H,32.0,1024.0,SSD,SSD NVMe,Nvidia,GeForce RTX 3060 GDDR6,,,,لپ تاپ 16 اینچی اچ پی مدل VICTUS 16t D0002 - B پردازنده Core i7 رم 32GB حافظه 1TB SSD گرافیک 6GB 3060,VICTUS 16t D0002 - B Core i7 11800H 32GB 1TB SSD 6GB 3060 Full HD IPS Laptop,0.0
5797,1.7 KG,نوت بوک (لپ تاپ),15.6,TN,768 * 1366,AMD,Ryzen 3,Ryzen 3 3250U,16.0,2622464.0,SSDHDD,SSD NVMe,AMD Radeon,,,,,لپ تاپ اچ پی 15.6 اینچی مدل 255 G8 پردازنده Ryzen 3 3250U رم 16GB حافظه 1TB 256GB SSD گرافیک Radeon VEGA3,G8 255 Ryzen 3 3250U 16GB 1TB 256GB SSD VEGA3 HD Laptop,0.0
5798,2.2 KG,نوت بوک (لپ تاپ),15.6,IPS,1080 * 1920,INTEL,Core i7,i7-12700H,32.0,1024.0,SSD,SSD NVMe,Nvidia Gforce,RTX 3050TI,,,,لپ تاپ اچ پی 15.6 اینچی مدل VICTUS FA0003NQ پردازنده Core i7 رم 32GB حافظه 1TB SSD گرافیک 4GB,HP VICTUS FA0003NQ Core i7 12700H 32GB 1TB SSD 4GB FHD Laptop,0.0
5799,2.2 KG,نوت بوک (لپ تاپ),15.6,IPS,1080 * 1920,INTEL,Core i7,i7-12700H,16.0,524288.0,SSD,SSD NVMe,Nvidia Gforce,RTX 3050TI,,,,لپ تاپ اچ پی 15.6 اینچی مدل VICTUS FA0003NQ پردازنده Core i7 رم 16GB حافظه 512GB SSD گرافیک 4GB,HP VICTUS FA0003NQ Core i7 12700H 16GB 512GB SSD 4GB FHD Laptop,0.0
5800,2.4 KG,نوت بوک (لپ تاپ),16.0,IPS,1080 * 1920,INTEL,Core i7,i7-11800H,16.0,1024.0,SSD,SSD NVMe,Nvidia,GeForce RTX 3060 GDDR6,,,,لپ تاپ 16 اینچی اچ پی مدل VICTUS 16t D0002 - A پردازنده Core i7 رم 16GB حافظه 1TB SSD گرافیک 6GB 3060,VICTUS 16t D0002 - A Core i7 11800H 16GB 1TB SSD 6GB 3060 Full HD IPS Laptop,0.0
5801,2.2 KG,نوت بوک (لپ تاپ),15.6,IPS,1080 * 1920,INTEL,Core i5,,8.0,524288.0,SSD,SSD NVMe,Nvidia Gforce,GeForce RTX 2050,,,,لپ تاپ اچ پی 15.6 اینچی مدل Victus 15 FA1033NIA پردازنده Core i5 13420H رم 8GB حافظه 512GB SSD گرافیک 4GB,HP Victus 15 FA1033NIA Core i5 13420H 8GB 512GB SSD 4GB FHD Laptop,0.0
5802,1.85 KG,نوت بوک (لپ تاپ),15.6,IPS,1080 * 1920,AMD,Ryzen 5,Ryzen 5 5500U,8.0,1024.0,SSD,SSD NVMe,AMD Radeon,,Dos,,,لپ تاپ اچ پی 15.6 اینچی مدل  HP 255 G8 R5-B پردازنده Ryzen 5 5500U رم 8GB حافظه 1TB SSD گرافیک AMD,HP 255 G8 R5-B Ryzen 5 5500U 8GB 1TB SSD AMD FHD Laptop,0.0
5803,2.2 KG,نوت بوک (لپ تاپ),15.6,IPS,1080 * 1920,INTEL,Core i5,,8.0,524288.0,SSD,SSD NVMe,Nvidia Gforce,RTX2050,,,,لپ تاپ اچ پی 15.6 اینچی مدل Victus 15-FA1035NIA پردازنده Core i5 13420H رم 8GB حافظه 512GB SSD گرافیک 4GB,HP Victus 15-FA1035NIA Core i5 13420H 8GB 512GB SSD 4GB FHD Laptop,0.0
5804,2.۵ KG,نوت بوک (لپ تاپ),15.6,IPS,1080 * 1920,INTEL,Core i5,i5 12500H,32.0,524288.0,SSD,SSD NVMe,Nvidia Gforce,GTX 1650,,,,لپ تاپ اچ پی 15.6 اینچی مدل VICTUS 15 D1008NIA پردازنده Core i5 12500H رم 32GB حافظه 512GB SSD گرافیک 4GB 1650,HP VICTUS 15 D1008NIA Core i5 12500H 32GB 512GB SSD 4GB GTX 1650 FHD Laptop,0.0
5806,2.۵ KG,نوت بوک (لپ تاپ),15.6,IPS,1080 * 1920,INTEL,Core i5,i5 12500H,32.0,1024.0,SSD,SSD NVMe,Nvidia Gforce,GTX 1650,,,,لپ تاپ اچ پی 15.6 اینچی مدل VICTUS 15 D1008NIA پردازنده Core i5 12500H رم 32GB حافظه 1TB SSD گرافیک 4GB 1650,HP VICTUS 15 D1008NIA Core i5 12500H 32GB 1TB SSD 4GB GTX 1650 FHD Laptop,0.0
5807,1.5 KG,نوت بوک (لپ تاپ),15.6,"diagonal, HD, micro-edge, anti-glare",768 * 1366,AMD,,3020e,4.0,262144.0,SSD,,AMD Radeon,,,,,لپ تاپ اچ پی 15.6 اینچی مدل eq1030ne پردازنده AMD 3020e رم 4GB حافظه 256GB SSD گرافیک AMD,HP eq1030ne AMD 3020e 4GB 256GB SSD AMD HD Laptop,0.0
5808,1.85 KG,نوت بوک (لپ تاپ),15.6,IPS,1080 * 1920,AMD,Ryzen 3,,8.0,1024.0,SSD,SSD NVMe,AMD Radeon,,Dos,,,لپ تاپ اچ پی 15.6 اینچی مدل  HP 255 G8 R3-B پردازنده Ryzen 3 5300U رم 8GB حافظه 1TB SSD گرافیک AMD,HP 255 G8 R3-B Ryzen 3 5300U 8GB 1TB SSD AMD FHD Laptop,0.0
5809,1.85 KG,نوت بوک (لپ تاپ),15.6,IPS,1080 * 1920,AMD,Ryzen 5,Ryzen 5 5500U,16.0,1024.0,SSD,SSD NVMe,AMD Radeon,,Dos,,,لپ تاپ اچ پی 15.6 اینچی مدل  HP 255 G8 R5-C پردازنده Ryzen 5 5500U رم 16GB حافظه 1TB SSD گرافیک AMD,HP 255 G8 R5-C Ryzen 5 5500U 16GB 1TB SSD AMD FHD Laptop,0.0
5810,1.85 KG,نوت بوک (لپ تاپ),15.6,IPS,1080 * 1920,AMD,Ryzen 3,,8.0,524288.0,SSD,SSD NVMe,AMD Radeon,,Dos,,,لپ تاپ اچ پی 15.6 اینچی مدل  HP 255 G8 R3-A پردازنده Ryzen 3 5300U رم 8GB حافظه 512GB SSD گرافیک AMD,HP 255 G8 R3-A Ryzen 3 5300U 8GB 512GB SSD AMD FHD Laptop,0.0
5811,1.6 KG,نوت بوک (لپ تاپ),15.6,"diagonal, FHD, micro-edge, anti-glare",1080 * 1920,AMD,Ryzen 7,,4.0,262144.0,SSD,,AMD Radeon,,,,,لپ تاپ اچ پی 15.6 اینچی مدل eq2011ne پردازنده Ryzen 7 5700U رم 4GB حافظه 256GB SSD گرافیک AMD,HP eq2011ne Ryzen 7 5700U 4GB 256GB SSD AMD FHD Laptop,0.0
5812,1.2 KG,نوت بوک (لپ تاپ),13.3,"diagonal, FHD, multitouch-enabled, IPS, edge-to-edge glass, micro-edge, BrightView, Corning Gorilla Glass NBT",1080 * 1920,INTEL,Core i5,i5-1135G7,8.0,524288.0,SSD,,Intel,Intel Iris X Graphics,Microsoft Windows 11,,,لپ تاپ اچ پی 13.3 اینچی مدل ENVY x360 Convert 13-bd0007ne پردازنده Core i5 رم 8GB حافظه 512GB SSD گرافیک Intel,ENVY x360 Convert 13-bd0007ne Core i5-1135G7 8GB 512GB SSD Intel Full HD Touch Laptop,0.0
5813,1.99 KG,نوت بوک (لپ تاپ),15.6,"diagonal, FHD, multi touch-enabled, IPS, edge-to-edge glass, micro-edge",1080 * 1920,INTEL,Core i5,i5-1135G7,8.0,524288.0,SSD,,Nvidia Gforce,NVIDIA GeForce MX450,,,,لپ تاپ اچ پی 15.6 اینچی مدل ed1056nia پردازنده Core i5-1135G7 رم 8GB حافظه 512GB SSD گرافیک 2GB,HP ed1056nia Core i5-1135G7 8GB 512GB SSD 2GB FHD Laptop,0.0
5814,1.70 KG,نوت بوک (لپ تاپ),15.6,"diagonal, HD, micro-edge, anti-glare",768 * 1366,INTEL,Core i7,i7 1165G7,8.0,262144.0,SSD,,Intel,Intel Iris Xe Graphics,,,,لپ تاپ اچ پی 15.6 اینچی مدل DW3138NE پردازنده Core i7-1165G7 رم 8GB حافظه 256GB SSD گرافیک Intel,HP DW3138NE Core i7-1165G7 8GB 256GB SSD Intel HD Laptop,0.0
5817,1.82 KG,نوت بوک (لپ تاپ),15.6,,768 * 1366,INTEL,Core i7,i7 1165G7,8.0,524288.0,SSD,,Intel,Intel Iris Xe Graphics,,,,لپ تاپ اچ پی 15.6 اینچی مدل DW3139NE-4H2J9EA پردازنده Core i7 رم 8GB حافظه 512GB گرافیک Intel,HP DW3139NE-4H2J9EA Core i7 1165G7 8GB 512GB Intel HD 15.6 Inch Laptop,0.0
5818,1.8 KG,نوت بوک (لپ تاپ),15.6,IPS,1080 * 1920,INTEL,Core i5,i5-1135G7,8.0,524288.0,SSD,SSD NVMe,Intel,Iris Xe Graphics,,,,لپ تاپ اچ پی 15.6 اینچی مدل Pavilion x360 15t ER000 - 5AS پردازنده Core i5 رم 8GB حافظه 512GB SSD گرافیک Intel صفحه نمایش لمسی,HP Pavilion x360 15t ER000 - 5AS Core i5 1135G7 8GB 512GB SSD Intel FHD IPS Touch Laptop,0.0
5820,1.7 KG,نوت بوک (لپ تاپ),15.6,,1080 * 1920,INTEL,Core i5,i5-1135G7,8.0,524288.0,SSD,SSD NVMe,Nvidia Gforce,MX350,Dos,,,لپ تاپ 15.6 اینچی اچ‌پی مدل DW3014 پردازنده Core i5-1135G7 رم 8GB حافظه 512GB SSD گرافیک MX350 2GB,DW3014 Core i5-1135G7 8GB 512GB SSD 2GB MX350 Full HD Laptop,0.0
5821,1.74 KG,نوت بوک (لپ تاپ),15.6,,768 * 1366,INTEL,Core i5,i5-1135G7,4.0,524288.0,SSD,,Nvidia Gforce,MX350,,,,لپ تاپ اچ پی 15.6 اینچی مدل DW3097NE-4C7T7EA پردازنده Core i5 رم 4GB حافظه 512GB گرافیک 2GB,HP DW3097NE-4C7T7EA Core i5 1135G7 4GB 512GB 2GB HD 15.6 Inch Laptop,0.0
5822,1.7 KG,نوت بوک (لپ تاپ),15.6,,1080 * 1920,INTEL,Core i5,i5-1135G7,16.0,524288.0,SSD,SSD NVMe,Nvidia Gforce,MX350,Dos,,,لپ تاپ 15.6 اینچی اچ‌پی مدل DW3014 پردازنده Core i5-1135G7 رم 16GB حافظه 512GB SSD گرافیک MX350 2GB,DW3014 Core i5-1135G7 16GB 512GB SSD 2GB MX350 Full HD Laptop,0.0
5823,1.7 KG,نوت بوک (لپ تاپ),15.6,"diagonal, FHD, micro-edge, anti-glare",1080 * 1920,INTEL,Core i7,i7 1165G7,8.0,1024.0,SSD,SSD NVMe,Nvidia Gforce,MX450 GDDR5,,,,لپ تاپ اچ پی 15.6 اینچی مدل eg0352nia پردازنده Core i7 رم 8GB حافظه 1TB SSD گرافیک 2GB,HP eg0352nia Core i7 1165G7 8GB 1TB SSD 2GB MX450 FHD Laptop,0.0
5825,1.8 KG,نوت بوک (لپ تاپ),15.6,IPS,1080 * 1920,INTEL,Core i5,i5-1135G7,8.0,1024.0,SSD,SSD NVMe,Intel,Iris Xe Graphics,,,,لپ تاپ اچ پی 15.6 اینچی مدل Pavilion x360 15t ER000 - 5BS پردازنده Core i5 رم 8GB حافظه 1TB SSD گرافیک Intel صفحه نمایش لمسی,HP Pavilion x360 15t ER000 - 5BS Core i5 1135G7 8GB 1TB SSD Intel FHD IPS Touch Laptop,0.0
5826,1.9 KG,نوت بوک (لپ تاپ),15.6,,1080 * 1920,INTEL,Core i5,i5-1135G7,8.0,524288.0,SSD,SSD NVMe,Intel,Intel Iris X Graphics,Microsoft Windows 11,,,لپ تاپ اچ پی 15.6 اینچی مدل ENVY360-ED1059NIA پردازنده Core i5 رم 8GB حافظه 512GB SSD گرافیک Intel,HP ENVY360-ED1059NIA Core i5-1135G7 8GB 512GB SSD Intel Full HD Touch Laptop,0.0
5827,۲.۴۶ KG,نوت بوک (لپ تاپ),16.0,IPS,1080 * 1920,INTEL,Core i7,i7-12700H,32.0,524288.0,SSD,SSD NVMe,Nvidia Gforce,RTX 3060,,,,لپ تاپ 16.1 اینچی اچ‌پی مدل Victus 16-D1004NW Core i7 32GB 512GB SSD 3060 6GB,HP Victus 16-D1004NW Core i7 12700H 32GB 512GB SSD 6GB RTX3060 FHD IPS Laptop,0.0
5828,2.29 KG,نوت بوک (لپ تاپ),15.6,IPS,1080 * 1920,INTEL,Core i5,i5 12500H,32.0,1024.0,SSD,SSD NVMe,Nvidia Gforce,GTX 1650,,,,لپ تاپ اچ پی 15.6 اینچی مدل VICTUS 15 FA0026NQ پردازنده CORE I5 12500H رم 32GB حافظه 1TB SSD گرافیک 4GB GTX 1650,HP VICTUS 15 FA0026NQ CORE I5 12500H 32GB 1TB SSD 4GB GTX 1650 FHD Laptop,0.0
5829,۲.۴۶ KG,نوت بوک (لپ تاپ),16.0,IPS,1080 * 1920,INTEL,Core i7,i7-12700H,16.0,524288.0,SSD,SSD NVMe,Nvidia Gforce,RTX 3060,,,,لپ تاپ 16.1 اینچی اچ‌پی مدل Victus 16-D1004NW Core i7 16GB 512GB SSD 3060 6GB,HP Victus 16-D1004NW Core i7 12700H 16GB 512GB SSD 6GB RTX3060 FHD IPS Laptop,0.0
5830,2.29 KG,نوت بوک (لپ تاپ),15.6,IPS,1080 * 1920,INTEL,Core i5,i5 12500H,32.0,524288.0,SSD,SSD NVMe,Nvidia Gforce,GTX 1650,,,,لپ تاپ اچ پی 15.6 اینچی مدل VICTUS 15 FA0026NQ پردازنده CORE I5 12500H رم 32GB حافظه 512GB SSD گرافیک 4GB GTX 1650,HP VICTUS 15 FA0026NQ CORE I5 12500H 32GB 512GB SSD 4GB GTX 1650 FHD Laptop,0.0
5831,2.29 KG,نوت بوک (لپ تاپ),15.6,IPS,1080 * 1920,INTEL,Core i5,i5 12500H,16.0,1024.0,SSD,SSD NVMe,Nvidia Gforce,GTX 1650,,,,لپ تاپ اچ پی 15.6 اینچی مدل VICTUS 15 FA0026NQ پردازنده CORE I5 12500H رم 16GB حافظه 1TB SSD گرافیک 4GB GTX 1650,HP VICTUS 15 FA0026NQ CORE I5 12500H 16GB 1TB SSD 4GB GTX 1650 FHD Laptop,0.0
5832,2.2 KG,نوت بوک (لپ تاپ),15.6,IPS,1080 * 1920,INTEL,Core i5,i5-11300H,8.0,2622464.0,SSDHDD,SSD NVMe,Nvidia Gforce,GTX1650,,,,لپ تاپ 15.6 اینچی اچ پی مدل DK2087NE پردازنده Core i5 رم 8GB حافظه 1TB 256GB SSD گرافیک 1650 4GB,Pavilion Gaming 15 DK2087NE Core i5 11300H 8GB 1TB 256GB SSD 4GB 1650 Full HD Laptop,0.0
5833,2.29 KG,نوت بوک (لپ تاپ),15.6,IPS,1080 * 1920,INTEL,Core i5,i5 12500H,16.0,524288.0,SSD,SSD NVMe,Nvidia Gforce,GTX 1650,,,,لپ تاپ اچ پی 15.6 اینچی مدل VICTUS 15 FA0026NQ پردازنده CORE I5 12500H رم 16GB حافظه 512GB SSD گرافیک 4GB GTX 1650,HP VICTUS 15 FA0026NQ CORE I5 12500H 16GB 512GB SSD 4GB GTX 1650 FHD Laptop,0.0
